?parent_label	?label
"Sequence alignment"	"Structure-based sequence alignment"
"Sequence alignment"	"Tree-based sequence alignment"
"Sequence alignment analysis"	"Nucleic acid sequence alignment analysis"
"Sequence alignment analysis"	"Protein sequence alignment analysis"
"Sequence alignment analysis"	"Sequence alignment analysis (conservation)"
"Sequence alignment analysis"	"Sequence alignment analysis (site correlation)"
"Sequence alignment analysis"	"Sequence alignment comparison"
"Sequence alignment analysis"	"Sequence alignment refinement"
"Sequence alignment analysis"	"Sequence alignment validation"
"Sequence alignment analysis"	"Sequence profile generation"
"Sequence alignment editing"	"Sequence alignment conversion"
"Sequence alignment report"	"Dotplot"
"Sequence alignment report"	"Sequence assembly report"
"Sequence alignment report"	"Sequence similarity plot"
"Sequence analysis"	"Antimicrobial resistance prediction"
"Sequence analysis"	"Mapping"
"Sequence analysis"	"Nucleic acid sequence analysis"
"Sequence analysis"	"Phylogenetic tree generation (from molecular sequences)"
"Sequence analysis"	"Phylogenetics"
"Sequence analysis"	"Phylogenomics"
"Sequence analysis"	"Probes and primers"
"Sequence analysis"	"Protein sequence analysis"
"Sequence analysis"	"Repeat sequence analysis"
"Sequence analysis"	"Sequence alignment analysis"
"Sequence analysis"	"Sequence assembly"
"Sequence analysis"	"Sequence classification"
"Sequence analysis"	"Sequence comparison"
"Sequence analysis"	"Sequence composition calculation"
"Sequence analysis"	"Sequence composition, complexity and repeats"
"Sequence analysis"	"Sequence database search"
"Sequence analysis"	"Sequence editing"
"Sequence analysis"	"Sequence feature comparison"
"Sequence analysis"	"Sequence feature detection"
"Sequence analysis"	"Sequence generation"
"Sequence analysis"	"Sequence motif analysis"
"Sequence analysis"	"Sequence visualisation"
"Sequence analysis"	"Virulence prediction"
"Sequence annotation"	"Gene functional annotation"
"Sequence annotation"	"Genome annotation"
"Sequence annotation"	"SNP annotation"
"Sequence annotation track format"	"BED"
"Sequence annotation track format"	"BED format"
"Sequence annotation track format"	"BTrack"
"Sequence annotation track format"	"GTrack"
"Sequence annotation track format"	"MAF"
"Sequence annotation track format"	"PSL"
"Sequence annotation track format"	"WIG"
"Sequence annotation track format"	"bedgraph"
"Sequence annotation track format"	"bigBed"
"Sequence annotation track format"	"bigWig"
"Sequence annotation track format"	"customtrack"
"Sequence annotation track format"	"genePred"
"Sequence annotation track format"	"pgSnp"
"Sequence assembly"	"Cross-assembly"
"Sequence assembly"	"De-novo assembly"
"Sequence assembly"	"EST assembly"
"Sequence assembly"	"Exome analysis"
"Sequence assembly"	"Exome assembly"
"Sequence assembly"	"Genome assembly"
"Sequence assembly"	"Localised reassembly"
"Sequence assembly"	"Mapping assembly"
"Sequence assembly"	"Scaffolding"
"Sequence assembly"	"Transcriptome assembly"
"Sequence assembly format"	"ACE"
"Sequence assembly format"	"AGP"
"Sequence assembly format"	"Sequence assembly format (text)"
"Sequence assembly format (text)"	"CAF"
"Sequence assembly format (text)"	"afg"
"Sequence assembly format (text)"	"exp"
"Sequence attribute"	"DNA sense specification"
"Sequence attribute"	"Sequence checksum"
"Sequence attribute"	"Sequence length"
"Sequence attribute"	"Sequence position"
"Sequence attribute"	"Sequence range"
"Sequence attribute"	"Sequence version"
"Sequence attribute"	"Translation frame specification"
"Sequence attribute"	"Translation phase specification"
"Sequence classification"	"Taxonomic classification"
"Sequence classification"	"Variant classification"
"Sequence cluster"	"Sequence cluster (nucleic acid)"
"Sequence cluster"	"Sequence cluster (protein)"
"Sequence cluster ID"	"Sequence cluster ID (COG)"
"Sequence cluster ID"	"Sequence cluster ID (CluSTr)"
"Sequence cluster ID"	"Sequence cluster ID (SYSTERS)"
"Sequence cluster ID"	"Sequence cluster ID (UniGene)"
"Sequence cluster ID"	"Sequence cluster ID (UniRef)"
"Sequence cluster ID (UniRef)"	"Sequence cluster ID (UniRef100)"
"Sequence cluster ID (UniRef)"	"Sequence cluster ID (UniRef50)"
"Sequence cluster ID (UniRef)"	"Sequence cluster ID (UniRef90)"
"Sequence cluster format"	"Sequence cluster format (nucleic acid)"
"Sequence cluster format"	"Sequence cluster format (protein)"
"Sequence cluster format (nucleic acid)"	"affymetrix"
"Sequence clustering"	"Functional clustering"
"Sequence comparison"	"Nucleic acid sequence comparison"
"Sequence comparison"	"Protein sequence comparison"
"Sequence comparison"	"Representative sequence identification"
"Sequence comparison"	"Sequence alignment"
"Sequence comparison"	"Sequence clustering"
"Sequence comparison"	"Sequence distance matrix generation"
"Sequence comparison"	"Sequence motif comparison"
"Sequence comparison"	"Sequence redundancy removal"
"Sequence comparison"	"Sequence similarity search"
"Sequence comparison"	"Sequence word comparison"
"Sequence composition calculation"	"Nucleic acid density plotting"
"Sequence composition calculation"	"Repeat sequence organisation analysis"
"Sequence composition calculation"	"Sequence ambiguity calculation"
"Sequence composition calculation"	"Sequence complexity calculation"
"Sequence composition calculation"	"k-mer counting"
"Sequence composition report"	"Amino acid frequencies table"
"Sequence composition report"	"Amino acid word frequencies table"
"Sequence composition report"	"Base frequencies table"
"Sequence composition report"	"Base position variability plot"
"Sequence composition report"	"Base word frequencies table"
"Sequence composition report"	"Nucleic acid density plot"
"Sequence composition report"	"Sequence composition plot"
"Sequence conversion"	"DNA back-translation"
"Sequence conversion"	"DNA transcription"
"Sequence conversion"	"DNA translation"
"Sequence coordinates"	"Cytoband position"
"Sequence cutting"	"Primer removal"
"Sequence cutting"	"Sequence trimming"
"Sequence database search"	"Sequence database search (by property)"
"Sequence database search"	"Sequence similarity search"
"Sequence distance matrix format"	"Phylip distance matrix"
"Sequence editing"	"Restriction site creation"
"Sequence editing"	"Sequence conversion"
"Sequence editing"	"Sequence cutting"
"Sequence editing"	"Sequence file editing"
"Sequence editing"	"Sequence masking"
"Sequence editing"	"Sequence merging"
"Sequence editing"	"Sequence mutation and randomisation"
"Sequence feature ID"	"Sequence feature ID (SwissRegulon)"
"Sequence feature annotation format"	"BioJSON (BioXSD)"
"Sequence feature annotation format"	"BioJSON (Jalview)"
"Sequence feature annotation format"	"BioXSD (XML)"
"Sequence feature annotation format"	"BioYAML"
"Sequence feature annotation format"	"GSuite"
"Sequence feature annotation format"	"Sequence annotation track format"
"Sequence feature annotation format"	"Sequence feature table format"
"Sequence feature annotation format"	"debug-feat"
"Sequence feature comparison"	"Genome feature comparison"
"Sequence feature detection"	"Nucleic acid sequence feature detection"
"Sequence feature detection"	"Protein sequence feature detection"
"Sequence feature detection"	"Sequence motif discovery"
"Sequence feature detection"	"Sequence motif recognition"
"Sequence feature identifier"	"EMBOSS Uniform Feature Object"
"Sequence feature identifier"	"Sequence feature ID"
"Sequence feature identifier"	"Sequence feature label"
"Sequence feature table format"	"BTrack"
"Sequence feature table format"	"Sequence feature table format (XML)"
"Sequence feature table format"	"Sequence feature table format (text)"
"Sequence feature table format"	"uniprotkb-like format"
"Sequence feature table format (XML)"	"DASGFF"
"Sequence feature table format (text)"	"EMBL format"
"Sequence feature table format (text)"	"GFF"
"Sequence feature table format (text)"	"GTrack"
"Sequence feature table format (text)"	"GenBank format"
"Sequence feature table format (text)"	"Sequin format"
"Sequence features"	"Annotation track"
"Sequence features"	"Feature table"
"Sequence features"	"Nucleic acid features"
"Sequence features"	"Protein features"
"Sequence features (repeats) format"	"EMBOSS repeat"
"Sequence features (repeats) format"	"Sanger inverted repeats"
"Sequence features (repeats) format"	"quicktandem"
"Sequence features metadata"	"Sequence feature key"
"Sequence features metadata"	"Sequence feature label"
"Sequence features metadata"	"Sequence feature qualifier"
"Sequence features metadata"	"Sequence feature source"
"Sequence generation"	"Probabilistic sequence generation"
"Sequence generation"	"Random sequence generation"
"Sequence generation"	"Sequence generation (nucleic acid)"
"Sequence generation"	"Sequence generation (protein)"
"Sequence generation (nucleic acid)"	"Base-calling"
"Sequence generation (nucleic acid)"	"Nucleic acid restriction digest"
"Sequence generation (nucleic acid)"	"Nucleic acid sequence reverse and complement"
"Sequence generation (protein)"	"Protein sequence cleavage"
"Sequence generation (protein)"	"de Novo sequencing"
"Sequence identifier"	"EMBOSS Uniform Sequence Address"
"Sequence identifier"	"Sequence accession"
"Sequence identifier"	"Sequence name"
"Sequence image"	"Restriction map"
"Sequence image"	"Sequence trace image"
"Sequence map"	"Gene map"
"Sequence map"	"Genome map"
"Sequence map"	"Plasmid map"
"Sequence map"	"Restriction map"
"Sequence motif"	"Sequence motif (nucleic acid)"
"Sequence motif"	"Sequence motif (protein)"
"Sequence motif analysis"	"Sequence motif comparison"
"Sequence motif analysis"	"Sequence motif discovery"
"Sequence motif analysis"	"Sequence motif recognition"
"Sequence motif format"	"EMBOSS sequence pattern"
"Sequence motif format"	"meme-motif"
"Sequence motif format"	"prosite-pattern"
"Sequence motif identifier"	"ELM ID"
"Sequence motif identifier"	"Prosite accession number"
"Sequence motif identifier"	"UTRSite ID"
"Sequence name"	"UniProt ID"
"Sequence position"	"Codon number"
"Sequence position"	"PDB insertion code"
"Sequence position"	"PDB residue number"
"Sequence position"	"Sequence coordinates"
"Sequence profile"	"Hidden Markov model"
"Sequence profile"	"Position-specific scoring matrix"
"Sequence profile ID"	"CDD PSSM-ID"
"Sequence profile ID"	"HMMER hidden Markov model ID"
"Sequence profile ID"	"JASPAR profile ID"
"Sequence profile format"	"Hidden Markov model format"
"Sequence profile format"	"JASPAR format"
"Sequence profile format"	"prosite-profile"
"Sequence property"	"Sequence ambiguity report"
"Sequence property"	"Sequence complexity report"
"Sequence property"	"Sequence composition report"
"Sequence quality report format (text)"	"qual"
"Sequence range"	"Sequence coordinates"
"Sequence range format"	"Cytoband format"
"Sequence range format"	"EMBL feature location"
"Sequence record"	"Nucleic acid sequence record"
"Sequence record"	"Protein sequence record"
"Sequence record format"	"BioJSON (BioXSD)"
"Sequence record format"	"BioXSD (XML)"
"Sequence record format"	"BioYAML"
"Sequence record format"	"EMBL-like format"
"Sequence record format"	"FASTA-like"
"Sequence record format"	"GenBank-like format"
"Sequence record format"	"Sequence record format (XML)"
"Sequence record format"	"Sequence record format (text)"
"Sequence record format"	"Sequence trace format"
"Sequence record format"	"uniprotkb-like format"
"Sequence record format (XML)"	"BSML"
"Sequence record format (XML)"	"DAS format"
"Sequence record format (XML)"	"UniProtKB XML"
"Sequence record format (XML)"	"dasdna"
"Sequence record format (text)"	"ASN.1 sequence format"
"Sequence record format (text)"	"GCG format variant"
"Sequence record format (text)"	"GDE"
"Sequence record format (text)"	"GFF2-seq"
"Sequence record format (text)"	"GFF3-seq"
"Sequence record format (text)"	"Phylip format variant"
"Sequence record format (text)"	"Staden experiment format"
"Sequence record format (text)"	"Staden format"
"Sequence record format (text)"	"TreeCon-seq"
"Sequence record format (text)"	"acedb"
"Sequence record format (text)"	"codata"
"Sequence record format (text)"	"debug-seq"
"Sequence record format (text)"	"fitch program"
"Sequence record format (text)"	"hennig86"
"Sequence record format (text)"	"ig"
"Sequence record format (text)"	"igstrict"
"Sequence record format (text)"	"jackknifer"
"Sequence record format (text)"	"jackknifernon"
"Sequence record format (text)"	"mase format"
"Sequence record format (text)"	"mega variant"
"Sequence record format (text)"	"mega-seq"
"Sequence record format (text)"	"nexus-seq"
"Sequence record format (text)"	"nexusnon"
"Sequence record format (text)"	"pdbatom"
"Sequence record format (text)"	"pdbatomnuc"
"Sequence record format (text)"	"pdbseqres"
"Sequence record format (text)"	"pdbseqresnuc"
"Sequence record format (text)"	"refseqp"
"Sequence record format (text)"	"selex"
"Sequence record format (text)"	"strider format"
"Sequence report"	"Sequence image"
"Sequence report"	"Sequence property"
"Sequence set"	"Sequence cluster"
"Sequence set"	"Sequence set (nucleic acid)"
"Sequence set"	"Sequence set (protein)"
"Sequence set (nucleic acid)"	"PCR primers"
"Sequence set (nucleic acid)"	"Restriction digest"
"Sequence set (nucleic acid)"	"Sequence assembly"
"Sequence set (nucleic acid)"	"Sequence cluster (nucleic acid)"
"Sequence set (nucleic acid)"	"Sequence trace"
"Sequence set (protein)"	"Peptide molecular weight hits"
"Sequence set (protein)"	"Proteolytic digest"
"Sequence set (protein)"	"Sequence cluster (protein)"
"Sequence set ID"	"Sequence assembly ID"
"Sequence set ID"	"Sequence cluster ID"
"Sequence signature data"	"Sequence motif"
"Sequence signature data"	"Sequence profile"
"Sequence signature data"	"Sequence signature matches"
"Sequence signature report"	"Nucleic acid signature"
"Sequence signature report"	"Protein signature"
"Sequence similarity"	"Bit score"
"Sequence similarity score"	"Sequence identity"
"Sequence similarity score"	"Sequence similarity"
"Sequence sites, features and motifs"	"Nucleic acid sites, features and motifs"
"Sequence sites, features and motifs"	"Protein sites, features and motifs"
